rent;bedrooms;bathrooms;parkings;sizes;areas
6000;2;1;3;61 m²;Winchester Hills
6000;2;1;0;0;Glenvista
6000;1;1;1;0;Bruma
6000;1;1;1;0;Bruma
6000;1;1;1;0;Oakdene
6000;2;1;2;1 047 m²;Ridgeway
6000;0;1;0;35 m²;Richmond
6000;1;1;1;0;Bruma
6000;0;1;0;53 m²;Johannesburg Central
6000;2;1;3;61 m²;Winchester Hills
6000;2;1;0;0;Glenvista
6000;1;1;1;0;Bruma
6000;1;1;1;0;Bruma
6000;2;1;2;1 047 m²;Ridgeway
6000;1;1;1;0;Bruma
6000;0;1;1;0;Bruma
6000;2;1;0;0;Naturena
6000;1;1;0;0;Auckland Park
6000;1;1;1;0;Bruma
6000;1;1;0;0;Forest Town
6000;2;1;0;0;Southdale
6000;2;1;1;1 338 m²;Berea
6037;1;1;0;0;Johannesburg Central
6037;2;1;0;0;Newtown
6050;1;1;1;74 m²;Yeoville
6050;2;1;0;42 m²;Yeoville
6050;0;1;1;41 m²;Milpark
6100;2;1;0;52 m²;Berea
6125;1;1;1;0;Auckland Park
6125;1;1;1;0;Melville
6150;2;1;2;0;Winchester Hills
6150;1;1;0;50 m²;Braamfontein
6150;1;1;1;54 m²;Parktown
6150;1;1;0;0;Braamfontein
6160;1;1;1;35 m²;Richmond
6160;0;1;2;800 m²;Braamfontein
6200;2;1;1;0;Liefde En Vrede
6200;2;1;1;0;Liefde En Vrede
6200;2;1;1;0;Liefde En Vrede
6200;2;1;2;0;Elandspark
6200;2;1;1;56 m²;South Hills
6200;2;1;1;0;Mondeor
6200;2;1;1;51 m²;Ridgeway
6200;2;1;1;0;Meredale
6200;2;1;1;0;Liefde En Vrede
6200;1;1;0;0;Savoy Estate
6200;2;1;1;51 m²;Ridgeway
6200;2;1;1;56 m²;Winchester Hills
6200;2;1;2;0;Elandspark
6200;2;1;1;56 m²;South Hills
6200;2;1;1;0;Mondeor
6200;2;1;1;51 m²;Ridgeway
6200;2;1;1;0;Meredale
6200;1;1;0;0;Savoy Estate
6200;2;1;1;51 m²;Ridgeway
6200;2;1;1;56 m²;Winchester Hills
6200;2;1;0;0;Ridgeway
6200;2;1;1;51 m²;Mulbarton
6200;2;1;1;51 m²;Naturena
6200;2;1;1;51 m²;Kibler Park
6200;2;1;1;8 000 m²;Winchester Hills
6200;2;1;1;56 m²;Bassonia Estate
6200;0;0;0;0;Waverley
6200;2;1;1;51 m²;Mayfield Park
6200;2;1;1;0;Johannesburg Central
6200;2;1;0;0;Ridgeway
6200;1;1;1;0;Melville
6200;2;1;1;10 876 m²;Winchester Hills
6200;2;1;1;51 m²;Glenvista
6200;1;1;1;0;Richmond
6200;1;1;1;0;Houghton Estate
6250;1;1;0;0;Auckland Park
6250;1;1;0;53 m²;Norwood
6250;2;1;1;85 m²;Albertville
6250;2;1;1;0;Ormonde View
6250;2;2;1;85 m²;Winchester Hills
6250;2;1;1;0;Ormonde View
6250;2;1;0;0;Ormonde View
6250;1;1;1;1 597 m²;Craighall Park
6250;2;1;1;64 m²;Winchester Hills
6250;1;1;1;57 m²;Killarney
6250;1;1;1;0;Craighall Park
6250;0;1;1;60 m²;Emmarentia
6250;2;1;0;0;Ormonde View
6250;1;1;1;0;Bruma
6280;3;1;2;0;Hillbrow
6300;1.5;1;1;0;Kensington
6300;3;1.5;2;85 m²;Mondeor
6300;3;1.5;2;85 m²;Mondeor
6300;1;1;1;0;Oakdene
6300;1;1.5;2;50 m²;Mulbarton
6300;2;1;1;56 m²;South Hills
6300;1;1;1;48 m²;Norwood
6300;2;1;1;56 m²;Liefde En Vrede
6300;2;2;1;0;Meredale
6300;2;1;1;56 m²;Liefde En Vrede
6300;2;1;1;51 m²;Kibler Park
6300;2;1;1;51 m²;Lenasia
6300;2;1;1;51 m²;Naturena
6300;2;1;1;51 m²;Lenasia Ext 1
6300;2;1;2;51 m²;Mayfield Park
6300;2;1;1;0;Winchester Hills
6300;1;1;1;0;Craighall Park
6300;2;1;1;0;Winchester Hills
6300;2;1;1;56 m²;Oakdene
6300;1;1;1;0;Parktown
6300;1;1;1;0;Parktown
6300;0;1;0;0;Naturena
6300;2;1;1;0;Suideroord
6300;2;2;1;0;Winchester Hills
6300;2;1;0;0;Meredale
6300;1;1;1;0;Craighall Park
6300;2;1;1;0;Winchester Hills
6300;2;1;1;56 m²;Oakdene
6300;1;1;1;0;Parktown
6300;0;1;0;0;Naturena
6300;2;1;1;0;Suideroord
6300;2;2;1;0;Winchester Hills
6300;2;1;0;0;Meredale
6300;2;2;1;0;Mondeor
6300;2;1;1;0;Meredale
6300;1;1;1;0;Braamfontein
6300;2;1;1;0;Glenvista
6300;1;1;1;0;Craighall Park
6300;1;1;1;0;Oakdene
6300;2;1;1;51 m²;Oakdene
6300;2;1;0;51 m²;Southdale
6300;2;1;2;51 m²;Johannesburg Central
6300;1;1;1;54 m²;Parktown
6300;1;1;1;1 030 m²;Craighall Park
6300;1;1;1;1 030 m²;Craighall Park
6300;1;1;1;0;Oakdene
6300;1;1;1;0;Marshalltown
6300;1;1;1;0;Parkhurst
6300;1;1;1;50 m²;Oakdene
6300;1;1;1;0;Oakdene
6300;1;1;1;0;Oakdene
6300;1;1;1;0;Oakdene
6300;1;1;1;0;Oakdene
6300;1;1;1;0;Oakdene
6300;2;1;1;0;Mulbarton
6300;1;1;1;495 m²;Parkhurst
6300;0;1;0;32 m²;Braamfontein
6300;1;1;1;0;Oakdene
6300;1;1;1;0;Oakdene
6300;1;1;1;0;Oakdene
6308;2;1;0;900 m²;Johannesburg Central
6350;2;2;1;0;Meredale
6380;0;1;2;32 m²;Braamfontein
6390;3;1;1;0;Mondeor
6400;6;4;6;3 000 m²;Craighall Park
6400;1;1;0;54 m²;Oakdene
6400;1;1;0;59 m²;Mulbarton
6400;1;1;2;50 m²;Norwood
6400;1.5;1;2;60 m²;Kensington
6400;2;1;1;56 m²;Glenvista
6400;2;1;0;0;South Hills
6400;2;1;2;51 m²;Oakdene
6400;2;1;2;51 m²;Winchester Hills
6400;1;1;0;54 m²;Oakdene
6400;2;1;0;0;Oakdene
6400;2;1;2;51 m²;Mondeor
6400;2;1;2;51 m²;Glenvista
6400;2;1;0;0;Bassonia
6400;1;1;0;54 m²;Oakdene
6400;2;1;1;51 m²;Bassonia
6400;1;1;2;55 m²;Norwood
6400;2;1;0;0;Berea
6400;2;1;1;0;Lenasia South
6400;1;1;1;54 m²;Oakdene
6400;2;1;1;0;Alan Manor
6400;1;1;1;0;Parkview
6400;2;1;2;70 m²;Liefde En Vrede
6400;2;1;1;0;Ormonde
6400;2;1;1;0;Johannesburg Central
6400;1;1;0;0;Johannesburg Central
6450;2;1;1;0;Winchester Hills
6470;1;1;0;47 m²;Hillbrow
6490;0;1;0;35 m²;Braamfontein
6490;2;1;1;0;Berea
6490;2;1;1;0;Hillbrow
6499;3;1;0;0;Jeppestown
6500;1;1;1;50 m²;Birdhaven
6500;2;2;2;68 m²;Albertville
6500;1;1;1;79 m²;Rosebank
6500;2;1;1;85 m²;Ridgeway
6500;2;1;2;59 m²;Whitney Gardens
6500;3;1;0;100 m²;Linmeyer
6500;1;1;1;50 m²;Kibler Park
6500;1;1;2;65 m²;Oakdene
6500;2;1;1;85 m²;Ridgeway
6500;2;1;0;0;Ridgeway
6500;1;1;1;48 m²;Norwood
6500;1;1;2;62 m²;Waverley
6500;1;1;1;74 m²;Melville
6500;2;1;1;0;Albertville
6500;1;1;0;7 m²;Maboneng
6500;2;1;1;0;Bassonia
6500;2;1;2;69 m²;Winchester Hills
6500;2;1;1;80 m²;Glenvista
6500;1;1;1;70 m²;Observatory
6500;1;1;1;55 m²;Parktown
6500;2;1;0;0;Sydenham
6500;2;1;1;48 m²;Ormonde
6500;2;1;1;0;Glenanda
6500;0;1;0;39 m²;Braamfontein
6500;2;1;2;77 m²;Mulbarton
6500;1;1;0;65 m²;Melville
6500;0;0;0;0;Rosebank
6500;1;1;0;7 m²;Maboneng
6500;2;1;2;0;Bassonia
6500;1;1;1;65 m²;Houghton Estate
6500;1;1;1;50 m²;Johannesburg Central
6500;1;1;1;22 m²;Marshalltown
6500;2;1;0;52 m²;Braamfontein
6500;1;1;1;1 000 m²;Richmond
6500;0;0;0;0;Rosebank
6500;1;1;0;7 m²;Maboneng
6500;2;1;2;0;Bassonia
6500;1;1;1;65 m²;Houghton Estate
6500;1;1;1;50 m²;Johannesburg Central
6500;1;1;1;22 m²;Marshalltown
6500;2;1;0;52 m²;Braamfontein
6500;1;1;1;1 000 m²;Richmond
6500;2;1;0;0;Ormonde View
6500;3;1;0;70 m²;Alan Manor
6500;2;1;0;85 m²;Bellevue
6500;2;1;0;55 m²;Ormonde
6500;2;1;2;0;Ormonde View
6500;2;2;0;300 m²;Ormonde View
6500;1;1;2;0;Oakdene
6500;3;1;0;271 m²;Naturena
6500;2;1;1;0;Meredale
6500;2;1;1;56 m²;Kibler Park
6500;2;1;0;0;Kew
6500;2;1;0;85 m²;Bellevue
6500;2;1;0;0;Roodepoort
6500;1;1;1;68 m²;Houghton Estate
6500;2;1;1;0;Ormonde
6500;1;1;0;0;Auckland Park
6500;1;1;1;40 m²;Parkhurst
6500;2;1;0;60 m²;Braamfontein
6500;2;1;0;61 m²;Rembrandt Park
6500;1;1;1;495 m²;Parkhurst
6500;0;1;1;43 m²;Houghton Estate
6500;3;2;2;79 m²;Linmeyer
6500;3;1;2;0;Naturena
6500;2;1;1;74 m²;Mulbarton
6500;2;1;2;0;Meredale
6500;2;1;1;65 m²;Winchester Hills
6500;2;1;0;61 m²;Rembrandt Park
6500;1;1;0;0;Braamfontein
6500;1;1;0;0;Glenvista
6500;2;1;1;56 m²;Winchester Hills
6500;2;1;1;56 m²;Oakdene
6500;2;2;1;0;Meredale
6500;2;1;1;0;Mayfair
6500;2;1;1;56 m²;Mulbarton
6500;2;1;0;0;Alveda
6500;2;1;0;0;Johannesburg Central
6500;1;1;1;0;Oakdene
6500;2;1;0;0;Alan Manor
6500;3;1;0;0;Rosettenville
6500;2;1;0;0;Naturena
6500;0;1;1;56 m²;Norwood
6500;2;1;2;56 m²;Alveda
6500;2;1;1;0;Whitney Gardens
6500;2;1;1;0;Auckland Park
6500;1;1;2;0;Orange Grove
6500;2;1;2;56 m²;Alveda
6500;2;1;1;0;Winchester Hills
6500;1;1;0;45 m²;Oakdene
6500;2;1;2;60 m²;Orange Grove
6500;2;1;2;72 m²;Malvern
6500;3;1.5;4;206 m²;South Hills
6500;0;1;1;0;Braamfontein
6500;2;1;1;120 m²;Gresswold
6500;3;1;1;0;Ridgeway
OA;2;1;3;0;Winchester Hills
6500;2;1;1;120 m²;Gresswold
6500;2;1;1;0;South Hills
6500;2;1;1;66 m²;Mulbarton
6500;1;1;1;30 m²;Orchards
6500;2;1;1;0;Kenilworth
6500;2;1;0;0;Mondeor
6500;3;1.5;3;446 m²;Lenasia Ext 1
6500;1;1;0;0;Sydenham
6500;1;1;1;0;Rembrandt Park
6500;1;1;1;38 m²;Braamfontein
6500;1;1;1;0;Bruma
6500;2;1;1;56 m²;Johannesburg Central
6500;2;1;1;0;Bassonia
6500;1;1;1;0;Emmarentia
6500;1;1;1;0;Emmarentia
6500;1;1;1;0;Rembrandt Park
6500;1;1;1;71 m²;Rosebank
6500;1;1;1;0;Parkhurst
6500;2;1;1;0;Kibler Park
6500;1;1;1;0;Parktown North
6500;1;1;1;120 m²;Gresswold
6500;2;1;1;0;Mulbarton
6500;3;1;0;1 391 m²;Johannesburg Central
6500;1;1;0;57 m²;Maboneng
6500;2;1;1;0;Meredale
6500;1;1;1;0;Rosebank
6500;1;1;1;0;Parkhurst
6500;2;1;1;0;Sydenham
6500;1;1;1;0;Glenvista
6500;2;1;2;75 m²;Kew
6500;2;1;1;100 m²;Berea
6500;3;1;1;0;Linmeyer
6500;1;1;1;5 340 m²;Houghton Estate
6500;3;2;4;0;Kibler Park
6500;1;1;0;38 m²;Braamfontein
6500;1;1;0;65 m²;Auckland Park
6500;2;1;1;0;Winchester Hills
6500;1;1;1;0;Parkwood
6500;1;1;1;0;Waverley
6500;3;1;0;0;Bellevue
6500;2;1;1;100 m²;Berea
6500;2;1;1;63 m²;Ridgeway
6500;2;2;1;10 000 m²;Oakdene
6500;1;1;1;56 m²;Newtown
6500;1;1;1;10 390 m²;Oakdene
6500;2;1;1;0;Auckland Park
6500;1;1;1;0;Upper Houghton
6500;1;1;1;10 390 m²;Oakdene
6500;0;0;0;60 m²;Norwood
6500;1;1;1;0;Parkhurst
6500;2;1;1;56 m²;Meredale
6500;2;1;0;65 m²;Montgomery Park
6500;2;1;1;0;Robertsham
6500;1;1;1;40 m²;Parktown
6500;2;1;1;74 m²;Mulbarton
6500;1;1;0;55 m²;Waverley
6500;1;1;1;0;Sydenham
6500;0;1;2;45 m²;Milpark
6500;1;1;1;0;Parkhurst
6500;2;1;1;74 m²;Mulbarton
6500;1;1;1;60 m²;Greenside
6500;3;1;4;0;Naturena
6500;0;1;1;0;Bruma
6500;2;1;1;74 m²;Mulbarton
6500;1;1;0;55 m²;Waverley
6500;1;1;1;0;Sydenham
6500;0;1;2;45 m²;Milpark
6500;1;1;1;0;Parkhurst
6500;1;1;1;60 m²;Greenside
6500;3;1;4;0;Naturena
6500;0;1;1;0;Bruma
6500;0;0;0;0;Sydenham
6500;2;1;1;0;Ridgeway
6500;1;1;1;0;Cyrildene
6500;2;1;1;0;Highlands North
6500;1;1;1;0;Bruma
6500;1;1;1;0;Cyrildene
6500;1;1;1;0;Bruma
6500;1;1;0;0;Sydenham
6500;0;0;0;0;Braamfontein
6500;0;0;0;0;Parktown
6500;1;1;1;0;Melville
6500;1;1;1;0;Parkhurst
6500;2;1;1;0;Franklin Roosevelt Park
6500;1;1;1;0;Craighall
6500;1;1;2;0;Waverley
6500;1;1;1;0;Craighall
6500;1;1;2;0;Emmarentia
6500;2;2;2;0;Kensington
6500;2;1;0;0;Bruma
6500;1;1;1;0;Parkwood
6500;2;1;1;60 m²;Kensington
6500;0;0;0;0;Upper Houghton
6500;1;1;0;0;Emmarentia
6500;2;1;0;0;Johannesburg Central
6500;1;1;1;50 m²;Linksfield
6500;0;1;1;32 m²;Braamfontein
6500;2;1;1;0;Orange Grove
6500;2;1;1;35 846 m²;Mondeor
6500;1;1;1;0;Johannesburg Central
6500;3;1;0;0;Yeoville
6500;2;1;0;0;Bruma
6500;1;1;0;0;Auckland Park
6500;1;1;1;0;Bruma
6500;1;1;0;0;Braamfontein
6600;2;1;1;56 m²;Kibler Park
6600;3;2;1;339 m²;Alveda
6600;2;1;1;56 m²;Liefde En Vrede
6600;1;1;2;0;Oakdene
6600;2;1;2;56 m²;Glenanda
6600;2;1;1;136 m²;Yeoville
6600;1;1;1;10 390 m²;Oakdene
6600;2;1;0;50 m²;Johannesburg Central
6600;2;1;0;0;Meredale
6600;2;1;1;56 m²;Oakdene
6600;1;1;2;0;Oakdene
6600;2;1;1;0;Mayfield Park
6600;2;1;0;60 m²;Malvern
6600;2;1;1;0;Winchester Hills
6600;2;1;1;0;Mondeor
6600;2;1;1;0;Lombardy East
6600;0.5;1;1;0;Maboneng
6600;0;1;0;0;Braamfontein
6600;1;1;1;62 m²;Houghton Estate
6600;2;1;1;0;Berea
6655;0;1;1;41 m²;Auckland Park
6700;1;1;1;0;Houghton Estate
6700;3;2;2;74 m²;Mondeor
6700;0;1;2;52 m²;Auckland Park
6700;1;1;0;65 m²;Melville
6700;2;1;1;63 m²;Meredale
6700;0;0;0;56 m²;Bassonia Estate
6700;3;2;1;0;Naturena
6700;1;1;0;450 m²;Kensington
6700;0;0;0;65 m²;Melville
6700;2;1;0;0;South Hills
6700;2;1;2;56 m²;Meredale
6700;2;1;2;56 m²;South Hills
6700;1;1;1;0;Norwood
6700;0;0;0;65 m²;Melville
6700;2;1;0;0;Lenasia
6700;2;1;1;0;Southdale
6700;2;1;1;0;Johannesburg Central
6700;1;1;1;0;Rembrandt Park
6700;1;1;2;0;Oakdene
6700;1;1;1;3 965 m²;Houghton Estate
6700;2;1;2;56 m²;Meredale
6700;3;1;1;9 867 m²;Winchester Hills
6700;1;1;1;10 390 m²;Oakdene
6700;2;1;0;58 m²;Montgomery Park
6700;2;1;1;56 m²;Winchester Hills
6700;2;1;1;0;Liefde En Vrede
6700;2;1;1;58 m²;Montgomery Park
6700;1;1;0;0;Mulbarton
6780;2;2;1;0;Gresswold
6700;2;2;1;0;Winchester Hills
6750;2;1;1;0;Auckland Park
6750;2;1;1;60 m²;Melville
6750;2;1;1;0;Auckland Park
6750;2;2;0;0;Gresswold
6750;2;1;2;0;Auckland Park
6750;1;1;1;0;Emmarentia
6750;2;1;2;0;Roodepoort
6750;2.5;2;1;6 300 m²;Mondeor
6750;0;1;1;0;Savoy Estate
6750;1;1;1;0;Bassonia
6765;0;1;1;41 m²;Milpark
6780;2;2;1;0;Gresswold
6750;2;1;2;0;Auckland Park
6750;1;1;1;0;Emmarentia
6750;2;1;2;0;Roodepoort
6750;2.5;2;1;6 300 m²;Mondeor
6750;0;1;1;0;Savoy Estate
6800;1;1;1;64 m²;Westdene
6750;1;1;1;0;Bassonia
6765;0;1;1;41 m²;Milpark
6780;2;2;1;0;Gresswold
6780;2;2;1;0;Gresswold
6787;2.5;1;1;90 m²;Berea
6787;2.5;1;1;90 m²;Berea
6799;2;1;2;77 m²;Mulbarton
6800;2;2;1;85 m²;Gresswold
6800;2;1;2;75 m²;Liefde En Vrede
6800;2;1;1;0;Albertville
6800;1;1;1;10 390 m²;Oakdene
6800;1;1;2;78 m²;Bramley
6800;2;1;1;0;Bassonia
6800;0;1;2;70 m²;Montgomery Park
6800;1;1;1;64 m²;Westdene
6800;1;1;1;70 m²;Houghton Estate
6800;1;1;0;0;Greenside
6800;1;1;0;0;Braamfontein
6800;1;1;1;45 m²;Oakdene
6800;3;1;1;0;Linmeyer
6800;2;1;2;51 m²;Ormonde
6800;2;1;1;56 m²;Ormonde View
6800;1;1;0;0;Braamfontein
6800;1;1;0;0;Braamfontein
6800;2;1;2;77 m²;Mulbarton
6800;2;1;2;244 m²;Rosettenville
6800;2;1;1;63 m²;Lyndhurst
6800;1;1;1;56 m²;Melrose North
6800;1;1;1;0;Braamfontein Werf
6800;2;1;0;0;Glenvista
6800;2;1;0;0;Montgomery Park
6800;2;1;0;110 m²;Craighall Park
6800;2;1;0;50 m²;Johannesburg Central
6800;2;1;1;63 m²;Lyndhurst
6800;2;2;2;32 354 m²;The Hill
6800;2;1;1;109 m²;Winchester Hills
6800;1;1;1;0;Craighall Park
6800;1;1;1;0;Braamfontein Werf
6800;1;1;1;56 m²;Melrose North
6800;0.5;1;0;0;Braamfontein
6800;2;1;2;0;Mulbarton
6800;2;1;1;59 m²;Winchester Hills
6800;1;1;1;0;Orchards
6810;1;1;1;0;Craighall
6810;1;2;1;0;Craighall
6850;1;1;0;41 m²;Longmeadow
6850;2;1;0;80 m²;Winchester Hills
6850;0.5;1;1;40 m²;Waverley
6850;1;1;0;0;Johannesburg Central
6900;2;1;0;75 m²;Franklin Roosevelt Park
6900;1;1;1;49 m²;Cyrildene
6900;1;1;1;0;Melville
6900;1;1;1;10 390 m²;Oakdene
6900;2;2;1;75 m²;Winchester Hills
6900;1;1;1;0;Killarney
6900;1;1;1;0;Bruma
6900;1;1;1;0;Melville
6850;1;1;0;0;Johannesburg Central
6900;2;1;0;75 m²;Franklin Roosevelt Park
6900;1;1;1;49 m²;Cyrildene
6900;1;1;1;10 390 m²;Oakdene
6900;2;2;1;75 m²;Winchester Hills
6900;2;1;0;0;Glenvista
6900;1;1;1;0;Killarney
6900;1;1;1;0;Bruma
6900;1;1;1;0;Melville
6900;1;1;1;49 m²;Cyrildene
6900;2;1;1;56 m²;Kibler Park
6900;1;1;1;0;Saxonwold
6900;1;1;1;72 m²;Kensington
6900;1;1;1;72 m²;Kensington
6900;3;2;0;300 m²;Naturena
6900;2;1;0;0;Glenvista
6900;0;1;1;49 m²;Houghton Estate
6900;1;1;0;0;Cyrildene
6900;2;1;2;56 m²;Robertsham
6900;1;1;1;0;Parkwood
6900;1;1;1;79 m²;Waverley
6900;2;1;0;0;Ridgeway
6900;1;1;1;46 m²;Craighall
6900;1;1;1;58 m²;Longmeadow
6900;1;1;1;75 m²;Oakdene
6900;2;1;1;98 m²;Craighall Park
6900;2;1;1;0;Naturena
6900;2;1;1;71 m²;Meredale
6900;2;1;0;0;Sydenham
6900;3;1;0;0;Rembrandt Park
6900;0;1;0;0;Rosebank
6900;1;1;1;40 m²;Forest Town
6900;2;1;1;0;Montgomery Park
6900;3;2;3;0;Ormonde
6900;2;2;1;0;Winchester Hills
6900;2;1;2;61 m²;Rembrandt Park
6900;1;1;0;0;Highlands North
6900;2;1;0;0;Corlett Gardens
6900;1;1;1;0;Marshalltown
6900;1;1;1;75 m²;Oakdene
6900;1;1;1;0;Fellside
6900;2;1;0;0;Hillbrow
6950;0;1;0;0;Parktown North
6950;1;1;3;60 m²;Waverley
6950;2;1;0;92 m²;Ridgeway
6950;2;1;2;0;Bruma
6950;0;0;0;0;Norwood
6993;3;1;1;117 m²;Johannesburg Central
7000;1;1;0;495 m²;Highlands North
6995;1;1;0;0;Johannesburg Central
6996;2;1;0;0;Braamfontein
6999;2;1;2;106 m²;Liefde En Vrede
6999;1;1;1;0;Waverley
7000;1;1;1;96 m²;Riviera
7000;1;1;0;56 m²;Waverley
7000;0;1;1;29 m²;Braamfontein
7000;1;1;2;65 m²;Highlands North
7000;2;1;0;48 m²;Ormonde View
7000;1;1;1;46 m²;Craighall
7000;3;2;0;125 m²;Jeppestown
7000;0;1;0;0;Braamfontein
7000;2;1;1;0;Ferreirasdorp
7000;1;1;0;495 m²;Highlands North
7000;2;1;2;74 m²;Waterval Estate
7000;1;1;0;57 m²;Rosebank
7000;2;1;1;1 412 m²;Glenanda
7000;2;1;1;120 m²;Gresswold
7000;1;1;2;62 m²;Oaklands
7000;2;2;2;83 m²;Glenanda
7000;2;2;2;0;Glenanda
7000;1;1;1;62 m²;Oaklands
7000;1;1;1;50 m²;Melville
7000;2;1;1;0;Liefde En Vrede
7000;1;1;1;32 m²;Craighall Park
7000;2;1;0;80 m²;Sydenham
7000;2;1;1;0;Meredale
7000;1;2;1;0;Riviera
7000;2;1;2;70 m²;Kew
7000;1;1;0;52 m²;Braamfontein
7000;1.5;1;2;80 m²;Houghton Estate
7000;1;1;1;0;Melville
7000;2;1;1;0;Liefde En Vrede
7000;1;1;0;37 m²;Rosebank
7000;1;1;1;59 m²;Marshalltown
7000;2;1;0;75 m²;Kew
7000;1;1;0;59 m²;Bassonia
7000;1;1;0;36 m²;Braamfontein
7000;2;1;1;0;Ridgeway
7000;1;1;3;76 m²;Norwood
7000;2;1;1;495 m²;Mayfair
7000;1;2;2;495 m²;Highlands North
7000;3;1;0;95 m²;Southdale
7000;1;1;1;54 m²;Melrose
7000;1;1;1;35 m²;Emmarentia
7000;3;2;1;0;Yeoville
7000;1;1;1;75 m²;Observatory
7000;3;1;2;78 m²;Ridgeway
7000;2;1;1;0;Melville
7000;1;1;2;90 m²;Parktown
7000;1;1;2;0;Observatory
7000;2;1;2;0;Kibler Park
7000;2;1;1;0;Winchester Hills
7000;2;1;1;10 921 m²;Winchester Hills
7000;2;2;1;1 115 m²;Mulbarton
7000;1;1;0;36 m²;Braamfontein
7000;2;2;1;12 987 m²;Winchester Hills
7000;2;1;2;0;Cheltondale
7000;3;2;0;0;Winchester Hills
7000;1;1;1;97 m²;Parktown
7000;2;0;0;0;Sydenham
7000;2;1;1;0;Mulbarton
7000;2;1;1;0;Winchester Hills
7000;2;1;0;0;Melville
7000;1;1;0;0;Norwood
7000;2;1;1;4 029 m²;Mulbarton
7000;1;1;0;40 m²;Greenside
7000;2;1;2;0;Lyndhurst
7000;1;1;1;79 m²;Waverley
7000;3;1;0;0;Ormonde
7000;1;1;1;44 m²;Longmeadow
7000;2;2;1;63 m²;Westdene
7000;2;1;1;0;Bruma
7000;1;1;0;0;Braamfontein
7000;1;1;1;41 m²;Longmeadow
7000;2;2;1;63 m²;Westdene
7000;1;1;1;0;Upper Houghton
7000;1;1;1;79 m²;Waverley
7000;3;1;0;0;Ormonde
7000;1;1;1;44 m²;Longmeadow
7000;2;2;1;63 m²;Westdene
7000;2;1;1;0;Bruma
7000;1;1;0;0;Braamfontein
7000;1;1;1;41 m²;Longmeadow
7000;1;1;1;0;Upper Houghton
7000;1;1;1;41 m²;Longmeadow
7000;2;1;1;0;Sydenham
7000;1;1;2;100 m²;Oakdene
7000;1;1;1;0;Emmarentia
7000;2;1;0;0;Sydenham
7000;2;1;1;0;Whitney Gardens
7000;2;1;1;61 m²;Glenhazel
7000;1;1;1;100 m²;Oakdene
7000;1;1;2;95 m²;Waverley
7000;3;1;0;63 m²;Linmeyer
7000;1;1;0;68 m²;Auckland Park
7000;1;1;2;0;Montroux
7000;1;1;2;100 m²;Oakdene
7000;1;1;1;0;Parktown North
7000;3;2;1;300 m²;Naturena
7000;2;1;1;18 135 m²;Oakdene
7000;2;1;1;0;Johannesburg Central
7000;1;1;0;0;Greenside
7000;1;1;1;70 m²;Houghton Estate
7000;1;1;0;80 m²;Greenside
7000;1;1;1;1 145 m²;Parktown
7000;1;1;1;0;Waverley
7000;1;1;1;0;Houghton Estate
7000;1;1;1;100 m²;Observatory
7000;1;1;1;65 m²;Houghton Estate
7000;0;0;0;0;Auckland Park
7000;1;1;0;0;Craighall
7000;0;1;0;0;Savoy Estate
7000;1;1;0;0;Waverley
7000;1;1;2;88 m²;Parktown
7000;1;1.5;1;0;Highlands North
7000;1;1;1;0;Highlands North
7000;0;0;0;45 m²;Emmarentia
7000;1;1;0;0;Waverley
7000;1;1;1;0;Highlands North
7000;0;0;0;45 m²;Emmarentia
7000;1;1;1;0;Ferreirasdorp
7000;0.5;1;1;0;New Doornfontein
7000;1;1;0;0;Braamfontein
7000;1;1;1;200 m²;Observatory
7000;1;1;0;90 m²;Observatory
7000;1;1;1;0;Melrose
7000;2;1;1;0;Ridgeway
7040;1;1;1;0;Braamfontein Werf
7040;1;1;1;0;Braamfontein Werf
7050;0;1;2;54 m²;Birnam
7090;2;1;1;0;Bramley
7100;2;2;1;0;Rembrandt Park
7100;2;1;1;0;Yeoville
7110;2;1;0;0;Johannesburg Central
7150;1;1;1;65 m²;Houghton Estate
7150;3;2;2;0;Naturena
7156;2;1;0;93 m²;Bellevue
7200;2;1;2;60 m²;Melville
7200;2;1;1;0;Liefde En Vrede
7200;1;1;0;65 m²;Parktown North
7200;2;2;1;22 870 m²;Bassonia
7200;0;1;0;65 m²;Marshalltown
7200;1;1;0;0;Emmarentia
7200;3;2;2;0;Naturena
7200;2;1;1;71 m²;Bassonia
7200;2;1;2;61 m²;Winchester Hills
7200;1;1;1;58 m²;Oakdene
7200;2;1;1;18 135 m²;Oakdene
7200;2;1;1;51 m²;Oakdene
7200;2;2;1;0;Ormonde
7200;1;1;1;0;Craighall
7200;1;1;0;0;Parktown
7200;3;1;2;0;Winchester Hills
7200;1;1;1;0;Observatory
7200;3;2;2;0;Winchester Hills
7250;1;1;0;55 m²;Norwood
7250;1;1;0;0;Cheltondale
7250;1;1;0;65 m²;Kensington
7200;1;1;1;0;Observatory
7250;1;1;1;0;Emmarentia
7250;1;1;1;0;Parkview
7250;1;1;2;54 m²;Saxonwold
7275;2;1;1;0;Craighall
7275;2;1;1;0;Craighall
7275;2;1;1;0;Craighall
7300;1;1;1;80 m²;Parktown North
7300;2;1;2;65 m²;Gleneagles
7300;2;1;2;0;Winchester Hills
7300;3;2;1;0;Kibler Park
7300;1;1;1;70 m²;Houghton Estate
7300;1;1;1;0;Parkhurst
7300;2;1;0;0;Glenvista
7300;4;1;2;0;Joubert Park
